"date","lc_class","lc_descr","aet_lm2m","pet_lm2m"
"2000-06-25",30,"Crop-tree mosaic",8.13673194295014,39.9225963542735
"2000-06-25",60,"Woodland",14.4157194461382,45.8599694762222
"2000-06-25",120,"Shrubland",49.9387028617694,83.6241109319521
"2000-06-25",130,"Grassland",361.894975077061,391.971500751691
"2000-06-25",180,"Flooded Vegetation",447.358114706503,479.741898717107
"2000-06-25",190,"Built areas",111.711683213711,148.207335306251
"2000-06-25",200,"Bare areas",277.361398167649,310.112135470393
"2000-06-25",210,"Water bodies",1291.18514801679,1316.22447380323
"2000-07-27",10,"Crops rainfed",8.00997181525546,50.3607383288076
"2000-07-27",30,"Crop-tree mosaic",5.47607449087054,46.3171124086377
"2000-07-27",60,"Woodland",11.7343072417129,51.9083004219707
"2000-07-27",120,"Shrubland",47.2979379887867,90.681225292868
"2000-07-27",130,"Grassland",359.543645765558,398.652210673537
"2000-07-27",180,"Flooded Vegetation",445.175682280515,486.175682067871
"2000-07-27",190,"Built areas",109.289944070837,155.660596267037
"2000-07-27",200,"Bare areas",274.797189045208,317.762269477742
"2000-07-27",210,"Water bodies",1289.87110307377,1320.13486695022
"2000-08-28",10,"Crops rainfed",6.73556253009708,58.6936356824829
"2000-08-28",30,"Crop-tree mosaic",4.1284622665956,55.0620980613439
"2000-08-28",60,"Woodland",10.5295864650255,60.2128646349425
"2000-08-28",120,"Shrubland",45.9941771452356,99.0704704847581
"2000-08-28",130,"Grassland",358.301727335078,406.662663868331
"2000-08-28",180,"Flooded Vegetation",444.085817415167,494.054736163165
"2000-08-28",190,"Built areas",108.17798754087,164.617389637491
"2000-08-28",200,"Bare areas",273.460057678955,326.737738478919
"2000-08-28",210,"Water bodies",1289.26969858569,1325.20172106282
"2000-09-29",10,"Crops rainfed",5.71303791651075,66.2065400060554
"2000-09-29",30,"Crop-tree mosaic",2.7359360042593,62.5555157362371
"2000-09-29",60,"Woodland",8.59987910791994,68.2620905058017
"2000-09-29",120,"Shrubland",44.9850842496016,106.814384374326
"2000-09-29",130,"Grassland",357.5152318646,413.579265133492
"2000-09-29",180,"Flooded Vegetation",443.608790392006,501.131762942752
"2000-09-29",190,"Built areas",107.673367971959,172.164944151173
"2000-09-29",200,"Bare areas",272.907912906789,334.822658119508
"2000-09-29",210,"Water bodies",1289.03121543701,1330.21351863561
"2000-10-31",10,"Crops rainfed",6.24947251971764,71.1775738207767
"2000-10-31",30,"Crop-tree mosaic",3.60298471899027,67.5227077293457
"2000-10-31",60,"Woodland",9.74642018133953,73.0415025632198
"2000-10-31",120,"Shrubland",45.3464302726867,111.507724330405
"2000-10-31",130,"Grassland",357.673540024743,418.032784757585
"2000-10-31",180,"Flooded Vegetation",443.879060648583,505.378384770574
"2000-10-31",190,"Built areas",108.029346235744,176.489128527434
"2000-10-31",200,"Bare areas",273.131371350215,339.471452012458
"2000-10-31",210,"Water bodies",1289.1885188088,1332.77615913648
"2000-11-24",10,"Crops rainfed",8.7042287323713,78.6973838709578
"2000-11-24",30,"Crop-tree mosaic",6.84769182765381,75.1028866213775
"2000-11-24",60,"Woodland",15.0313882645755,79.7230712674866
"2000-11-24",120,"Shrubland",47.6762905323805,119.071169418287
"2000-11-24",130,"Grassland",358.542905582744,425.234305376589
"2000-11-24",180,"Flooded Vegetation",445.340547115416,511.742348129685
"2000-11-24",190,"Built areas",109.614853499376,182.413404050081
"2000-11-24",200,"Bare areas",273.399467867717,347.337001606223
"2000-11-24",210,"Water bodies",1290.28355625908,1336.96295680357
"2000-12-26",10,"Crops rainfed",14.3265048501193,53.1432629388093
"2000-12-26",30,"Crop-tree mosaic",12.5382680707735,48.0311286012977
"2000-12-26",60,"Woodland",21.7957892477224,51.9729952405087
"2000-12-26",120,"Shrubland",53.9260416554879,90.5468854266589
"2000-12-26",130,"Grassland",362.501485644006,399.087543051913
"2000-12-26",180,"Flooded Vegetation",448.583114694905,487.96487169008
"2000-12-26",190,"Built areas",111.638585380886,153.210052614627
"2000-12-26",200,"Bare areas",275.460996013544,317.502484073588
"2000-12-26",210,"Water bodies",1293.08767611525,1320.92082222928
"2001-01-25",10,"Crops rainfed",12.4790996938197,76.4630599582185
"2001-01-25",30,"Crop-tree mosaic",10.6466753081459,74.2978915939306
"2001-01-25",60,"Woodland",19.5046034769646,78.6784167361869
"2001-01-25",120,"Shrubland",52.4680002266095,114.575892451922
"2001-01-25",130,"Grassland",363.152867195174,422.265950150377
"2001-01-25",180,"Flooded Vegetation",448.317574220735,507.233790629619
"2001-01-25",190,"Built areas",111.28260710965,175.329074320586
"2001-01-25",200,"Bare areas",291.482404291153,357.405404337565
"2001-01-25",210,"Water bodies",1293.02981097511,1333.55481085617
"2001-02-26",10,"Crops rainfed",20.4766975971436,43.8932092687586
"2001-02-26",30,"Crop-tree mosaic",17.8793788424878,40.8114660970197
"2001-02-26",60,"Woodland",25.6143148384433,43.9074768898197
"2001-02-26",120,"Shrubland",61.4285113744003,83.6098846090618
"2001-02-26",130,"Grassland",370.632939885704,394.079820532426
"2001-02-26",180,"Flooded Vegetation",456.24933093303,479.290546932736
"2001-02-26",190,"Built areas",119.515759240026,141.479346233865
"2001-02-26",200,"Bare areas",300.244204322815,327.491070994059
"2001-02-26",210,"Water bodies",1297.10481097189,1312.9098670188
"2001-03-30",10,"Crops rainfed",27.4668708980235,56.9318116833775
"2001-03-30",30,"Crop-tree mosaic",27.0265407355003,54.0503324569915
"2001-03-30",60,"Woodland",32.8595591291223,58.9333723821426
"2001-03-30",120,"Shrubland",67.5847871672192,97.3415980764778
"2001-03-30",130,"Grassland",375.174763007716,405.239905382199
"2001-03-30",180,"Flooded Vegetation",459.643925357509,489.856087452657
"2001-03-30",190,"Built areas",121.595107047454,153.774998250215
"2001-03-30",200,"Bare areas",302.976470921834,337.159737701416
"2001-03-30",210,"Water bodies",1298.04076599807,1321.34806930885
"2001-04-23",10,"Crops rainfed",19.7221470303722,58.7999342173783
"2001-04-23",30,"Crop-tree mosaic",19.9677586680761,55.1288896041608
"2001-04-23",60,"Woodland",24.0858458664247,61.1951196113683
"2001-04-23",120,"Shrubland",58.4037127237257,97.5357231847636
"2001-04-23",130,"Grassland",369.572870228234,405.963401244526
"2001-04-23",180,"Flooded Vegetation",453.152258924536,491.944150873133
"2001-04-23",190,"Built areas",114.662317307099,161.014491330022
"2001-04-23",200,"Bare areas",298.961426521301,339.429870819092
"2001-04-23",210,"Water bodies",1292.55584089676,1325.15434286568
"2001-05-25",10,"Crops rainfed",13.2913566779069,53.0458227196825
"2001-05-25",30,"Crop-tree mosaic",12.7760541608416,48.9320385834245
"2001-05-25",60,"Woodland",17.547778569684,54.7809988833411
"2001-05-25",120,"Shrubland",51.5100377953702,92.9171827171697
"2001-05-25",130,"Grassland",364.563587963256,401.541177270197
"2001-05-25",180,"Flooded Vegetation",449.317574198182,487.705412168761
"2001-05-25",190,"Built areas",110.816302736816,158.608422279358
"2001-05-25",200,"Bare areas",296.559937636693,334.319004313151
"2001-05-25",210,"Water bodies",1290.559305329,1322.77559764733
"2001-06-26",10,"Crops rainfed",9.55190894868415,46.5697379070593
"2001-06-26",30,"Crop-tree mosaic",7.88036816227641,41.8680911439988
"2001-06-26",60,"Woodland",12.9591244233005,47.4159058809819
"2001-06-26",120,"Shrubland",48.1601988217764,87.1328536500309
"2001-06-26",130,"Grassland",361.319175499631,396.635983474611
"2001-06-26",180,"Flooded Vegetation",446.429736350034,482.602709280478
"2001-06-26",190,"Built areas",109.070650584672,153.919020196666
"2001-06-26",200,"Bare areas",293.127670954704,329.067537618001
"2001-06-26",210,"Water bodies",1289.79160869255,1319.17896823669
"2001-07-28",10,"Crops rainfed",8.13969422417918,50.6031064280459
"2001-07-28",30,"Crop-tree mosaic",5.88762569036957,46.3300356956182
"2001-07-28",60,"Woodland",11.6099416730591,52.2428272381966
"2001-07-28",120,"Shrubland",47.0799861850727,90.5651100467395
"2001-07-28",130,"Grassland",360.21057464353,399.417070729598
"2001-07-28",180,"Flooded Vegetation",445.328384971296,485.793249800399
"2001-07-28",190,"Built areas",108.837226668778,157.195650639741
"2001-07-28",200,"Bare areas",291.155604297002,332.278537668864
"2001-07-28",210,"Water bodies",1289.79048510683,1320.99526026008
"2001-08-29",10,"Crops rainfed",6.07454206735929,59.2900956960825
"2001-08-29",30,"Crop-tree mosaic",3.14784299936768,55.8252757292385
"2001-08-29",60,"Woodland",8.84278378896435,60.7892887239518
"2001-08-29",120,"Shrubland",45.0850332539319,99.0878045205731
"2001-08-29",130,"Grassland",358.493494089934,408.257591587208
"2001-08-29",180,"Flooded Vegetation",443.970952537011,494.373655061464
"2001-08-29",190,"Built areas",107.683965797496,164.423911467842
"2001-08-29",200,"Bare areas",289.175937629501,342.964004333496
"2001-08-29",210,"Water bodies",1289.12475476171,1326.46997940406
"2001-09-30",10,"Crops rainfed",5.48029016730449,65.604106728948
"2001-09-30",30,"Crop-tree mosaic",2.34228835449449,61.9692912205372
"2001-09-30",60,"Woodland",7.92377405097393,66.9506432684665
"2001-09-30",120,"Shrubland",44.3929482003923,105.737096025828
"2001-09-30",130,"Grassland",358.031531644154,413.894357190285
"2001-09-30",180,"Flooded Vegetation",443.475682271896,500.315546912116
"2001-09-30",190,"Built areas",107.525270144253,171.132878966953
"2001-09-30",200,"Bare areas",288.875270969073,348.733871103923
"2001-09-30",210,"Water bodies",1288.96604689755,1331.43037268821
"2001-10-24",10,"Crops rainfed",5.54853004505178,73.251911299838
"2001-10-24",30,"Crop-tree mosaic",2.65846036983085,69.1358633174395
"2001-10-24",60,"Woodland",8.49835962473496,74.7608705194613
"2001-10-24",120,"Shrubland",44.3598217212224,113.018983839052
"2001-10-24",130,"Grassland",358.01807515158,419.400005208876
"2001-10-24",180,"Flooded Vegetation",443.410817412307,506.510817244246
"2001-10-24",190,"Built areas",107.498911455517,179.765215832254
"2001-10-24",200,"Bare areas",288.810582079808,354.8309375
"2001-10-24",210,"Water bodies",1288.92213303939,1335.8210096895
"2001-11-25",10,"Crops rainfed",8.79105376115682,66.5511974593759
"2001-11-25",30,"Crop-tree mosaic",7.3044193944218,59.4834333587458
"2001-11-25",60,"Woodland",13.2595678303184,63.5705354869977
"2001-11-25",120,"Shrubland",48.0783846164168,105.490091474109
"2001-11-25",130,"Grassland",360.42692837305,412.143781697801
"2001-11-25",180,"Flooded Vegetation",444.708790381213,499.726357743547
"2001-11-25",190,"Built areas",109.289944066302,172.491846167523
"2001-11-25",200,"Bare areas",289.51420429643,350.671671081543
"2001-11-25",210,"Water bodies",1289.76267611445,1328.08879959449
"2001-12-27",10,"Crops rainfed",15.4948083401129,58.3394969457571
"2001-12-27",30,"Crop-tree mosaic",15.4108660257447,55.4431316760543
"2001-12-27",60,"Woodland",22.4764779272794,59.5568682976213
"2001-12-27",120,"Shrubland",56.391714921287,97.4271059191552
"2001-12-27",130,"Grassland",365.715495914419,407.615329326535
"2001-12-27",180,"Flooded Vegetation",449.537844432367,491.825006639635
"2001-12-27",190,"Built areas",113.824454934701,160.480161376621
"2001-12-27",200,"Bare areas",293.499470956167,342.710937652588
"2001-12-27",210,"Water bodies",1292.50284467654,1322.49554091893
"2002-01-25",10,"Crops rainfed",12.6776906374147,75.6247810062042
"2002-01-25",30,"Crop-tree mosaic",11.8499344187096,75.091680394157
"2002-01-25",60,"Woodland",19.2674352013184,75.7966526096239
"2002-01-25",120,"Shrubland",53.1749713075156,116.04736835915
"2002-01-25",130,"Grassland",363.58321243752,423.363436575877
"2002-01-25",180,"Flooded Vegetation",449.074330979102,507.680411673881
"2002-01-25",190,"Built areas",111.463585352768,179.623096009959
"2002-01-25",200,"Bare areas",293.739404295286,358.489404378255
"2002-01-25",210,"Water bodies",1292.07644017091,1335.28290082096
"2002-02-26",10,"Crops rainfed",9.77488695394858,77.8199363600736
"2002-02-26",30,"Crop-tree mosaic",7.36342623577743,75.2976147786125
"2002-02-26",60,"Woodland",15.2760542740487,79.5033172647969
"2002-02-26",120,"Shrubland",50.4812723279685,116.813380934296
"2002-02-26",130,"Grassland",361.879320857599,424.260362695593
"2002-02-26",180,"Flooded Vegetation",447.80676336224,508.614195540145
"2002-02-26",190,"Built areas",110.701085364689,180.766031016474
"2002-02-26",200,"Bare areas",293.422470968564,359.536537699381
"2002-02-26",210,"Water bodies",1291.6626760906,1334.02840637893
"2002-03-30",10,"Crops rainfed",7.49173722797531,71.9666878414693
"2002-03-30",30,"Crop-tree mosaic",4.94318032561756,68.3309918262919
"2002-03-30",60,"Woodland",10.9046673331721,73.8691324279461
"2002-03-30",120,"Shrubland",46.9594796336839,112.781394189228
"2002-03-30",130,"Grassland",359.624172465141,420.211180295892
"2002-03-30",180,"Flooded Vegetation",444.963520126568,506.056088215596
"2002-03-30",190,"Built areas",108.692117970761,178.165487289429
"2002-03-30",200,"Bare areas",290.551470961173,355.966137471517
"2002-03-30",210,"Water bodies",1289.94188960014,1332.84554153614
"2002-04-23",10,"Crops rainfed",8.71449146210137,57.9199623247998
"2002-04-23",30,"Crop-tree mosaic",6.26019672022491,54.6231475367312
"2002-04-23",60,"Woodland",12.3705811023549,59.5794558702479
"2002-04-23",120,"Shrubland",48.0607621706802,97.7796579305051
"2002-04-23",130,"Grassland",360.474404644201,406.935276854045
"2002-04-23",180,"Flooded Vegetation",445.735141747707,492.708114624023
"2002-04-23",190,"Built areas",109.916302756123,162.35796961577
"2002-04-23",200,"Bare areas",291.04604874452,341.409604187012
"2002-04-23",210,"Water bodies",1290.45846263344,1324.00864997607
"2002-05-25",10,"Crops rainfed",7.27376406960568,57.2895974186181
"2002-05-25",30,"Crop-tree mosaic",4.82105737506366,52.9948361068475
"2002-05-25",60,"Woodland",11.024524185765,58.330460249366
"2002-05-25",120,"Shrubland",46.6695886088984,97.8405567445783
"2002-05-25",130,"Grassland",359.151534668808,407.078760596494
"2002-05-25",180,"Flooded Vegetation",444.833114714236,492.843249656059
"2002-05-25",190,"Built areas",108.590487537177,163.761683381122
"2002-05-25",200,"Bare areas",289.627537633498,342.128737559001
"2002-05-25",210,"Water bodies",1289.66717048307,1324.51688972216
"2002-06-26",10,"Crops rainfed",6.64333328008652,50.9829943274374
"2002-06-26",30,"Crop-tree mosaic",3.74396722222938,46.832540977353
"2002-06-26",60,"Woodland",9.77767865150559,52.1536729708965
"2002-06-26",120,"Shrubland",46.1004769414296,91.1699922078741
"2002-06-26",130,"Grassland",358.946249991854,400.761028925193
"2002-06-26",180,"Flooded Vegetation",444.579060662437,486.556087493896
"2002-06-26",190,"Built areas",108.710596237494,156.208150573399
"2002-06-26",200,"Bare areas",289.417604298115,335.34787093099
"2002-06-26",210,"Water bodies",1289.54497947787,1320.41211434696
"2002-07-28",10,"Crops rainfed",5.73130644017694,55.8197456974094
"2002-07-28",30,"Crop-tree mosaic",2.58983606213429,51.8104098260598
"2002-07-28",60,"Woodland",8.48780208092375,56.7395207401657
"2002-07-28",120,"Shrubland",45.0769492295939,95.8758565846673
"2002-07-28",130,"Grassland",358.242418983483,405.247446216142
"2002-07-28",180,"Flooded Vegetation",443.848655260495,491.355412045041
"2002-07-28",190,"Built areas",107.873911456893,162.134237579677
"2002-07-28",200,"Bare areas",288.752737636805,340.780271026611
"2002-07-28",210,"Water bodies",1289.23879971263,1323.46773216162
"2002-08-29",10,"Crops rainfed",5.54697734532552,60.2984250860699
"2002-08-29",30,"Crop-tree mosaic",2.43149179865102,56.3035819619601
"2002-08-29",60,"Woodland",8.15234005476749,61.9960182859623
"2002-08-29",120,"Shrubland",44.8657393469095,100.495206195107
"2002-08-29",130,"Grassland",358.104653994949,409.176807241827
"2002-08-29",180,"Flooded Vegetation",443.810817411623,495.287844580573
"2002-08-29",190,"Built areas",107.779889707332,166.318204921225
"2002-08-29",200,"Bare areas",288.672604299625,345.499404164632
"2002-08-29",210,"Water bodies",1289.24245139103,1325.69694587622
"2002-09-30",10,"Crops rainfed",5.06142650131283,65.7833050011241
"2002-09-30",30,"Crop-tree mosaic",1.93080327491291,61.1912950559522
"2002-09-30",60,"Woodland",7.7077746509678,66.7352133328604
"2002-09-30",120,"Shrubland",44.5060430584106,105.299056285348
"2002-09-30",130,"Grassland",357.92234024771,413.351504322979
"2002-09-30",180,"Flooded Vegetation",443.561493091688,499.535817429826
"2002-09-30",190,"Built areas",107.614672325794,171.536411700041
"2002-09-30",200,"Bare areas",288.60473763446,349.737004272461
"2002-09-30",210,"Water bodies",1289.06717049975,1329.23402451933
"2002-10-24",10,"Crops rainfed",5.05898299367078,72.9870620921507
"2002-10-24",30,"Crop-tree mosaic",1.85710382289574,68.9256393144951
"2002-10-24",60,"Woodland",7.69458818386109,74.8624320720985
"2002-10-24",120,"Shrubland",44.4334551454491,114.304014875796
"2002-10-24",130,"Grassland",357.9267971406,421.071497320479
"2002-10-24",180,"Flooded Vegetation",443.586493088587,507.79460144043
"2002-10-24",190,"Built areas",107.740578118874,179.176810306051
"2002-10-24",200,"Bare areas",288.73724874719,359.260271219889
"2002-10-24",210,"Water bodies",1289.16333154179,1334.02438045887
"2002-11-25",10,"Crops rainfed",7.54884881850353,73.1926976855865
"2002-11-25",30,"Crop-tree mosaic",5.04076229777492,69.7966393255015
"2002-11-25",60,"Woodland",11.8379049455447,75.4440982000468
"2002-11-25",120,"Shrubland",46.8122746697373,113.773295345449
"2002-11-25",130,"Grassland",359.030910805166,421.321749661201
"2002-11-25",180,"Flooded Vegetation",445.208114717458,507.439195581385
"2002-11-25",190,"Built areas",109.959780988486,176.835324494735
"2002-11-25",200,"Bare areas",289.58340429004,359.313070800781
"2002-11-25",210,"Water bodies",1290.38655252403,1333.09947401754
"2002-12-27",10,"Crops rainfed",10.0043290427849,60.8737075590144
"2002-12-27",30,"Crop-tree mosaic",8.15040163989927,57.6087950609551
"2002-12-27",60,"Woodland",16.1422637688977,62.2215797330143
"2002-12-27",120,"Shrubland",49.3277634512728,99.834224749464
"2002-12-27",130,"Grassland",360.600065859067,407.726065242312
"2002-12-27",180,"Flooded Vegetation",446.69865530246,493.220952523721
"2002-12-27",190,"Built areas",111.14347669871,163.520650531935
"2002-12-27",200,"Bare areas",290.494204303106,342.023604227702
"2002-12-27",210,"Water bodies",1291.32981096091,1324.78823801105
"2003-01-25",10,"Crops rainfed",11.4906425954258,74.0343573123048
"2003-01-25",30,"Crop-tree mosaic",9.74293353903564,71.5265547340345
"2003-01-25",60,"Woodland",19.9929504048407,75.6994661990849
"2003-01-25",120,"Shrubland",51.378601023518,112.73973946011
"2003-01-25",130,"Grassland",361.609378402555,419.327594613827
"2003-01-25",180,"Flooded Vegetation",447.735817380854,505.118925352354
"2003-01-25",190,"Built areas",111.904889749444,177.294835463814
"2003-01-25",200,"Bare areas",291.56493763415,355.369204305013
"2003-01-25",210,"Water bodies",1292.15818170617,1332.82587861479
"2003-02-26",10,"Crops rainfed",17.1855437333974,60.4511087288291
"2003-02-26",30,"Crop-tree mosaic",14.9256087734967,58.4015712129242
"2003-02-26",60,"Woodland",26.4942783077185,64.0118957434833
"2003-02-26",120,"Shrubland",58.9356333586741,100.795489511541
"2003-02-26",130,"Grassland",366.823990775628,408.815586778628
"2003-02-26",180,"Flooded Vegetation",453.987168698697,493.76960115175
"2003-02-26",190,"Built areas",116.548096278439,161.679074577663
"2003-02-26",200,"Bare areas",297.647804292043,342.87820429484
"2003-02-26",210,"Water bodies",1296.91099070967,1324.03486714738
"2003-03-30",10,"Crops rainfed",16.9963558800476,56.7202047423454
"2003-03-30",30,"Crop-tree mosaic",14.6956071169528,55.0783728247765
"2003-03-30",60,"Woodland",25.4482834404702,60.1408880623053
"2003-03-30",120,"Shrubland",57.8397939681645,97.272883590158
"2003-03-30",130,"Grassland",366.507531038419,406.190405057171
"2003-03-30",180,"Flooded Vegetation",453.406087630504,490.367574434023
"2003-03-30",190,"Built areas",115.535052755605,157.970107244409
"2003-03-30",200,"Bare areas",296.912670974731,339.832204396566
"2003-03-30",210,"Water bodies",1296.5031255497,1321.08346244726
"2003-04-23",10,"Crops rainfed",11.8305555049982,57.0936252206059
"2003-04-23",30,"Crop-tree mosaic",9.69995614516574,54.2154327171655
"2003-04-23",60,"Woodland",17.9096554943479,59.7537716423315
"2003-04-23",120,"Shrubland",51.509765703755,96.7072578325353
"2003-04-23",130,"Grassland",362.909353164671,405.404325904592
"2003-04-23",180,"Flooded Vegetation",448.61261916805,491.009916253992
"2003-04-23",190,"Built areas",111.88224476835,159.603984252266
"2003-04-23",200,"Bare areas",293.260004295985,339.245782043457
"2003-04-23",210,"Water bodies",1292.35584091872,1323.25396818525
"2003-05-25",10,"Crops rainfed",7.64874994609989,54.0784039287244
"2003-05-25",30,"Crop-tree mosaic",4.93210759959985,50.4077986516071
"2003-05-25",60,"Woodland",11.3354013031512,55.8225063294656
"2003-05-25",120,"Shrubland",46.843797699808,94.9821052123537
"2003-05-25",130,"Grassland",359.758863558956,403.954684277725
"2003-05-25",180,"Flooded Vegetation",445.127033626711,489.937168843037
"2003-05-25",190,"Built areas",109.050541883577,160.354889579441
"2003-05-25",200,"Bare areas",290.032737630526,338.753537679036
"2003-05-25",210,"Water bodies",1290.00200194723,1322.48936149511
"2003-06-26",10,"Crops rainfed",7.27314966034754,47.3043926346773
"2003-06-26",30,"Crop-tree mosaic",4.15033729769125,43.1087858081452
"2003-06-26",60,"Woodland",10.0425447601217,48.8092014550552
"2003-06-26",120,"Shrubland",46.602085477939,88.1219307432496
"2003-06-26",130,"Grassland",359.868236666445,397.625641268864
"2003-06-26",180,"Flooded Vegetation",445.264195770831,483.715547200796
"2003-06-26",190,"Built areas",109.443476667871,152.984237546506
"2003-06-26",200,"Bare areas",290.471204297066,331.938204305013
"2003-06-26",210,"Water bodies",1290.01997948229,1318.53205820148
"2003-07-28",10,"Crops rainfed",6.13961858449683,51.5127965291341
"2003-07-28",30,"Crop-tree mosaic",2.8661401738223,47.6961089181602
"2003-07-28",60,"Woodland",8.79722025213233,52.9807514102718
"2003-07-28",120,"Shrubland",45.6902204284352,91.9472457555777
"2003-07-28",130,"Grassland",358.962134304009,401.080759435477
"2003-07-28",180,"Flooded Vegetation",444.483790368647,487.468925579174
"2003-07-28",190,"Built areas",108.75353100248,156.92336795641
"2003-07-28",200,"Bare areas",289.582070954323,336.090071004232
"2003-07-28",210,"Water bodies",1289.634867123,1320.72953003444
"2003-08-29",10,"Crops rainfed",5.21174429496803,60.0370550274175
"2003-08-29",30,"Crop-tree mosaic",1.88478117639903,56.0714461981525
"2003-08-29",60,"Woodland",7.61696405608261,61.9002091327149
"2003-08-29",120,"Shrubland",44.6225244152782,100.56020482335
"2003-08-29",130,"Grassland",358.095720012736,408.948718185933
"2003-08-29",180,"Flooded Vegetation",443.645276870276,495.245952296901
"2003-08-29",190,"Built areas",107.758422327754,166.033966022989
"2003-08-29",200,"Bare areas",288.787604303916,344.568871032715
"2003-08-29",210,"Water bodies",1289.12391206421,1326.10537273964
"2003-09-30",10,"Crops rainfed",4.69381350129843,66.8495126206996
"2003-09-30",30,"Crop-tree mosaic",1.24794339665891,63.1532494449898
"2003-09-30",60,"Woodland",6.80008959166012,69.1837232307936
"2003-09-30",120,"Shrubland",44.1172016583495,107.665482596525
"2003-09-30",130,"Grassland",357.768160958495,415.015677615558
"2003-09-30",180,"Flooded Vegetation",443.390547142641,501.056763210812
"2003-09-30",190,"Built areas",107.461683192979,173.115215591762
"2003-09-30",200,"Bare areas",288.613004303972,351.099337666829
"2003-09-30",210,"Water bodies",1288.96801319216,1329.92672112283
"2003-10-24",10,"Crops rainfed",7.11770240243545,66.8319113736772
"2003-10-24",30,"Crop-tree mosaic",3.50591203679219,62.762893454579
"2003-10-24",60,"Woodland",9.86948471305515,69.0955364074186
"2003-10-24",120,"Shrubland",46.6097134104182,107.730336704628
"2003-10-24",130,"Grassland",359.514420792812,414.731137856218
"2003-10-24",180,"Flooded Vegetation",445.402709284344,501.218023764121
"2003-10-24",190,"Built areas",110.239491125812,171.555795959804
"2003-10-24",200,"Bare areas",290.408626487414,351.040270965576
"2003-10-24",210,"Water bodies",1290.47531654326,1329.68243236756
"2003-11-25",10,"Crops rainfed",7.91876406740334,72.3814829540791
"2003-11-25",30,"Crop-tree mosaic",5.34447186430178,69.0966601068937
"2003-11-25",60,"Woodland",13.9448760986125,74.5855421787852
"2003-11-25",120,"Shrubland",48.1513844787665,111.850723514107
"2003-11-25",130,"Grassland",359.661664893308,419.120538326843
"2003-11-25",180,"Flooded Vegetation",445.808114715525,505.243250047838
"2003-11-25",190,"Built areas",109.936683183131,176.141574444978
"2003-11-25",200,"Bare areas",289.718670968374,356.114604268392
"2003-11-25",210,"Water bodies",1291.20958622118,1332.11885636576
