"country","date","lc_class","lc_desc","rain_lm2","temp_C","evap_lm2","roff_lm2","smc_lm2"
"ALL",1991-03-16,130,"Grassland",58.3286706232752,22.6219989787864,102.848639700433,1.69700011468428,171.622608823129
"ALL",1991-03-16,180,"Flooded Vegetation",55.3019714752736,23.1639781751131,94.7489931228215,1.97328396902058,249.026346520374
"ALL",1991-03-16,190,"Built areas",74.5273318273112,24.4616864982754,40.6932940626677,15.3920521019154,24.3464828639974
"ALL",1991-03-16,200,"Bare areas",61.1054434922607,22.5113680760066,115.817457595108,0.917055417140089,164.909702087442
"ALL",1991-03-16,210,"Water bodies",40.1845570966859,23.8401507502017,68.5181698517661,2.25098391327799,411.181135359018
"ALL",1991-04-16,10,"Crops rainfed",9.63064913535889,21.0204524208028,42.2971922148668,0.0184428388068357,54.3753214533677
"ALL",1991-04-16,30,"Crop-tree mosaic",8.90438946219498,21.0615686144901,31.0813012755456,0.0128992201784636,41.9790898289423
"ALL",1991-04-16,60,"Woodland",11.0391155892706,20.7689544292814,48.6732924343795,0.0149191110013811,93.3736762214062
"ALL",1991-04-16,120,"Shrubland",7.7747629946401,21.0300533232804,47.9007705581522,0.0193906062845612,107.115592094416
"ALL",1991-04-16,130,"Grassland",6.74623504093801,20.6149058024088,72.3421492091786,0.0371897579207944,117.516262954808
"ALL",1991-04-16,180,"Flooded Vegetation",7.30505654868657,21.3362229999743,38.8038414212612,0.000227829263454993,213.406006424051
"ALL",1991-04-16,190,"Built areas",10.1688057151488,21.5981483565732,32.558254677289,5.40684668291084e-05,21.4651445837738
"ALL",1991-04-16,200,"Bare areas",6.71254152383938,20.9221051931381,55.8204393397546,0.00280324515850028,112.063850108534
"ALL",1991-04-16,210,"Water bodies",6.09716777800081,21.637638092041,26.1843500118076,0.000179957419487803,389.467748678249
"ALL",1991-05-16,10,"Crops rainfed",14.6452187255384,18.7795114965619,18.148851928718,9.82939845070401e-06,44.4889939396461
"ALL",1991-05-16,30,"Crop-tree mosaic",15.3421292555999,18.5525792376464,17.553996144639,8.24003477475806e-06,36.5532524914168
"ALL",1991-05-16,60,"Woodland",13.6806329674785,18.6139176439549,17.6780595804064,1.01982090328899e-05,80.0363828478565
"ALL",1991-05-16,120,"Shrubland",10.2471324611696,19.1456306042311,16.11599462491,6.27429004362288e-06,91.1742760892556
"ALL",1991-05-16,130,"Grassland",10.5389510335722,18.9460749713369,24.5525745169675,0,81.6667626275426
"ALL",1991-05-16,180,"Flooded Vegetation",7.77481169489444,19.4046253405119,9.12655091310865,1.8832797942178e-05,206.667834332115
"ALL",1991-05-16,190,"Built areas",13.0373187012422,19.4786370152551,13.7164551322555,2.25923629909879e-05,19.3289711056978
"ALL",1991-05-16,200,"Bare areas",7.25412639706917,19.2209802865982,10.6119619195596,0,95.201922873656
"ALL",1991-05-16,210,"Water bodies",7.64073248401473,19.6195529440175,9.42543498576529,7.51947222184065e-05,384.269284730372
"ALL",1991-06-16,10,"Crops rainfed",10.9904100820865,14.9527198617689,10.8839802418488,5.19220188414632e-06,42.9275114512016
"ALL",1991-06-16,30,"Crop-tree mosaic",11.3449952044178,14.6398997959755,11.2443170858603,4.12253773027607e-06,35.4085659120752
"ALL",1991-06-16,60,"Woodland",10.2974372208757,14.8393085259573,10.1770556874381,1.13131464038814e-05,78.3439763696471
"ALL",1991-06-16,120,"Shrubland",6.77248486685362,15.0725916310312,6.6958412299781,7.4948150433461e-06,89.1501400203985
"ALL",1991-06-16,130,"Grassland",7.53044086449923,15.0019342113034,7.35365191988188,0,77.3554045973978
"ALL",1991-06-16,180,"Flooded Vegetation",5.70973205264492,15.1220144974558,5.7698865983567,2.45114702219539e-05,206.217150236431
"ALL",1991-06-16,190,"Built areas",9.21495629845493,15.5328269682223,9.29190115420876,2.94046606562344e-05,19.0051591628773
"ALL",1991-06-16,200,"Bare areas",5.84835369406278,14.7627614736557,5.71140142565696,0,94.6649212787549
"ALL",1991-06-16,210,"Water bodies",4.87274306021351,15.5143860526707,5.39687238838467,9.78682615383813e-05,383.2906094945
"ALL",1991-07-16,10,"Crops rainfed",2.23975101545308,14.4338992438268,2.44893840587068,1.14648344260785e-05,42.6820117685324
"ALL",1991-07-16,30,"Crop-tree mosaic",2.33533262937,14.2664659977619,2.56432956793607,9.10292271900897e-06,35.1553058504234
"ALL",1991-07-16,60,"Woodland",2.08757539696136,14.3650310689863,2.30454733742087,2.49804135610592e-05,78.1304749946774
"ALL",1991-07-16,120,"Shrubland",1.50256216697775,14.4727249389815,1.72513439420835,1.65492050277189e-05,88.9790871999111
"ALL",1991-07-16,130,"Grassland",1.57345695805937,14.75090765939,1.84732366280023,0,77.1788215596416
"ALL",1991-07-16,180,"Flooded Vegetation",1.19465150108849,14.5365030389083,1.55681884909044,5.41234632059497e-05,205.925923347473
"ALL",1991-07-16,190,"Built areas",1.29973903740772,14.6335437317745,1.35229825853959,6.49280542823463e-05,18.7550653215902
"ALL",1991-07-16,200,"Bare areas",1.26432323054502,14.4675464232762,1.52516289665456,0,94.5462780346473
"ALL",1991-07-16,210,"Water bodies",1.00527235102104,14.6365183954654,1.41517878616133,0.00021610165381506,382.801739262498
"ALL",1991-08-16,10,"Crops rainfed",0.111945480289842,17.020311042168,0.127027479461865,1.81081447890224e-06,42.6553143470887
"ALL",1991-08-16,30,"Crop-tree mosaic",0.086180749232609,17.0644448645712,0.0942683473114432,1.43776208598485e-06,35.1377309560446
"ALL",1991-08-16,60,"Woodland",0.108516606782294,17.1614830725694,0.135309424333264,3.94553404647852e-06,78.0938403680835
"ALL",1991-08-16,120,"Shrubland",0.0946374820440685,17.0883969642662,0.131041153534881,2.6138659281768e-06,88.9114920197887
"ALL",1991-08-16,130,"Grassland",0.0805217693894507,17.710559991257,0.0806964433179544,0,77.1449285325751
"ALL",1991-08-16,180,"Flooded Vegetation",0.108985926626522,17.3058070132607,0.25778746781788,8.54853608690005e-06,205.748684638425
"ALL",1991-08-16,190,"Built areas",0.147178268209326,16.476796779792,0.179181471777291,1.02550683605152e-05,18.724230490023
"ALL",1991-08-16,200,"Bare areas",0.0885900523545535,17.6331493059794,0.0871244870460419,0,94.5132834874094
"ALL",1991-08-16,210,"Water bodies",0.121062078184795,16.9819865019425,0.509662108299959,3.4132198433927e-05,382.428359788397
"ALL",1991-09-16,10,"Crops rainfed",1.39830064209059,23.0515284166137,1.40649076152886,1.67626895035445e-06,42.6449475717729
"ALL",1991-09-16,30,"Crop-tree mosaic",1.44296262754397,23.1952373414943,1.45242817675881,1.33093476488784e-06,35.1331131123903
"ALL",1991-09-16,60,"Woodland",1.76672523291977,23.2682320075607,1.77816930009646,3.6523764812659e-06,78.0742049605729
"ALL",1991-09-16,120,"Shrubland",2.51412433616801,22.7263818171036,2.52609868942498,2.41965278433624e-06,88.8847174859592
"ALL",1991-09-16,130,"Grassland",3.57409212191553,23.5664244795267,3.55575411529036,0,77.1655793777961
"ALL",1991-09-16,180,"Flooded Vegetation",3.12468630921546,22.9827262476871,2.81485544471587,7.91337035373281e-06,205.71079886587
"ALL",1991-09-16,190,"Built areas",0.607608774068485,22.0699553848309,0.630392803502591,9.49310538256526e-06,18.6901518986418
"ALL",1991-09-16,200,"Bare areas",3.4810984510969,23.4673644304276,3.48631658656462,0,94.5129286808272
"ALL",1991-09-16,210,"Water bodies",2.74909323735775,22.3832679416822,2.38493136530006,3.15961381514984e-05,382.222991435424
"ALL",1991-10-16,10,"Crops rainfed",42.8032610169595,24.9131938732774,38.2192276191519,0,44.1380946989263
"ALL",1991-10-16,30,"Crop-tree mosaic",53.0815907878945,24.391385166279,47.5998600100503,0,36.8111734689024
"ALL",1991-10-16,60,"Woodland",43.6301169489569,24.9569201265904,39.1984307312114,0,79.9746741987304
"ALL",1991-10-16,120,"Shrubland",54.7003638204107,24.6478672362585,48.5867018172693,0,92.243140784738
"ALL",1991-10-16,130,"Grassland",80.2954770661751,24.1862984716365,72.4649521707639,0,83.4217732404186
"ALL",1991-10-16,180,"Flooded Vegetation",58.2422202018183,24.8226627550627,53.4773634012373,0,209.895188469636
"ALL",1991-10-16,190,"Built areas",25.4710911544935,25.2934980897186,21.9871997845331,0,19.0800288102089
"ALL",1991-10-16,200,"Bare areas",90.3685015136375,23.7540849049886,83.6264675280518,0,102.549946007629
"ALL",1991-10-16,210,"Water bodies",28.4248280792267,25.8472819120988,23.3082674327781,0,383.277789649756
"ALL",1991-11-16,10,"Crops rainfed",77.7963796934434,24.4283655400537,74.3307836214227,1.63092410247925,47.8819155804
"ALL",1991-11-16,30,"Crop-tree mosaic",66.3357834189674,24.3614623390293,68.3671113315446,0.219473037888664,38.1919017480452
"ALL",1991-11-16,60,"Woodland",85.5299321224869,24.3642903130014,74.0891340085482,1.73602772057553,85.3263956553345
"ALL",1991-11-16,120,"Shrubland",96.4466174163234,24.2766270847544,79.838833667947,2.19657114577962,99.4354341309932
"ALL",1991-11-16,130,"Grassland",104.623309260572,24.4522004434141,77.4809849006536,0.0537911541651794,88.8304803406594
"ALL",1991-11-16,180,"Flooded Vegetation",93.262559349808,24.4352364791067,84.080846499235,1.21104884113409,218.367722856371
"ALL",1991-11-16,190,"Built areas",69.8652564172444,24.6657976665869,69.8410127312594,0.41938321262421,22.5496264022041
"ALL",1991-11-16,200,"Bare areas",82.7952611384717,24.4512034257253,77.6693678153606,0,101.448020936921
"ALL",1991-11-16,210,"Water bodies",111.294969417782,24.2403406889542,95.1724650259838,3.72162222767814,403.645165381224
"ALL",1991-12-16,10,"Crops rainfed",273.840043369889,21.2585588456125,121.659775503965,74.6357729741752,100.615381175895
"ALL",1991-12-16,30,"Crop-tree mosaic",260.128636625412,20.8157716405507,122.676007599634,53.1143676869076,91.9658257066297
"ALL",1991-12-16,60,"Woodland",296.065831832761,21.1461491482108,123.226766670068,51.7694547838824,169.058598141592
"ALL",1991-12-16,120,"Shrubland",337.313613911979,21.7433587935826,126.540390988306,95.1645450037973,181.823086645341
"ALL",1991-12-16,130,"Grassland",319.821178037694,21.3659874029919,128.780684442737,35.4505589241626,201.371421498887
"ALL",1991-12-16,180,"Flooded Vegetation",353.767532409524,21.8894613165605,128.488465278458,39.6738017328361,326.737334351791
"ALL",1991-12-16,190,"Built areas",259.873349413284,22.3259423556102,121.045731148951,111.003579488334,49.2546200074857
"ALL",1991-12-16,200,"Bare areas",387.574170249809,21.4179521004359,132.06269359307,22.0566712718195,236.434508984288
"ALL",1991-12-16,210,"Water bodies",323.877276656213,22.374358965003,127.555353891449,72.0928904211496,481.384802134141
"ALL",1992-01-16,10,"Crops rainfed",65.6397807564747,23.1097012999216,111.98249956753,4.34012752252525,94.147263490859
"ALL",1992-01-16,30,"Crop-tree mosaic",63.8140163098859,22.8185643324054,114.898227143258,3.36607259115093,92.1057096826915
"ALL",1992-01-16,60,"Woodland",62.1851136723215,22.8091776664735,120.838474372065,5.22456394513688,176.806095101542
"ALL",1992-01-16,120,"Shrubland",60.5247325786894,23.399382525323,112.623524602743,6.86124752838498,189.456115153887
"ALL",1992-01-16,130,"Grassland",58.7990306006498,23.0770279875899,129.749092067235,8.39480269389116,225.545881491495
"ALL",1992-01-16,180,"Flooded Vegetation",63.6180360278032,23.3497057462993,128.824790770657,8.68146676484565,360.288131400159
"ALL",1992-01-16,190,"Built areas",56.6225466514859,24.3053945047278,82.7976728430696,0.23392920875039,27.6813712266162
"ALL",1992-01-16,200,"Bare areas",57.2688769103934,23.0603594382604,136.788378471033,14.7807688287344,292.451748131464
"ALL",1992-01-16,210,"Water bodies",65.450171951085,23.5894067183785,118.335177096204,1.15617971926569,482.241674184799
"ALL",1992-02-15,10,"Crops rainfed",96.2777307433841,22.9566438298634,98.7061109964767,11.7165907054263,78.2965593617689
"ALL",1992-02-15,30,"Crop-tree mosaic",95.8491858779969,22.6337740865156,103.693026507544,2.51753492227286,70.8238914902609
"ALL",1992-02-15,60,"Woodland",85.2182063638699,22.7263861325823,102.993115262918,5.79841438836507,150.325178299547
"ALL",1992-02-15,120,"Shrubland",99.0476663865759,23.1869348679661,102.717011494881,9.86393803750896,171.298067355893
"ALL",1992-02-15,130,"Grassland",110.798676256629,22.8809515848976,119.626092427416,4.75909634152018,202.728634536231
"ALL",1992-02-15,180,"Flooded Vegetation",102.401749711671,23.173977500514,115.254523318589,7.57469034570979,342.310565371262
"ALL",1992-02-15,190,"Built areas",98.2123662935068,24.1102396080421,71.8499988661709,28.0240002549938,27.3062971189494
"ALL",1992-02-15,200,"Bare areas",123.095373644537,22.8130797147751,125.099187881688,4.13042358754012,276.130327314138
"ALL",1992-02-15,210,"Water bodies",68.8490267014656,23.5280143074368,99.8038508581648,9.24601690391991,454.875159201415
"ALL",1992-03-15,10,"Crops rainfed",67.8042159874065,22.7891324219401,74.3749960409609,6.39587660734789,62.7613352041943
"ALL",1992-03-15,30,"Crop-tree mosaic",89.7280669542748,22.3756684995786,85.4393059464149,17.9466477265058,62.8882452613915
"ALL",1992-03-15,60,"Woodland",52.6301540886621,22.4945955931389,86.1333542904572,2.35441142489414,114.29205963751
"ALL",1992-03-15,120,"Shrubland",50.1221747454385,22.7307659029323,85.1282864269998,2.60103907281054,140.481082123677
"ALL",1992-03-15,130,"Grassland",50.7912689330936,22.4015706020119,103.525323651278,4.83753995386044,154.81692117421
"ALL",1992-03-15,180,"Flooded Vegetation",50.9477529451511,22.5498251664011,100.584660912519,0.464196705105236,294.623028529318
"ALL",1992-03-15,190,"Built areas",41.0636114551456,23.810867862117,43.3039542979189,0.00378076222020493,20.9479502143966
"ALL",1992-03-15,200,"Bare areas",47.4897836572836,22.0768841107686,115.559671508845,0.727487780641845,218.556692770372
"ALL",1992-03-15,210,"Water bodies",60.3311251776335,23.1112450309421,78.9952721397877,1.31234455151715,427.707060477008
"ALL",1992-04-15,10,"Crops rainfed",16.2106719457717,20.0954430673057,21.5868513081531,0.00125231912625672,46.560083773202
"ALL",1992-04-15,30,"Crop-tree mosaic",21.5494289653749,19.6786237196969,28.7534902133125,0.00216092570724439,41.1139525294799
"ALL",1992-04-15,60,"Woodland",14.3621828061334,19.8652545580485,25.7330711751371,0.0018133848838352,83.5592960144611
"ALL",1992-04-15,120,"Shrubland",12.7795306077216,20.1355210135901,35.6252559214739,0.00506194295507411,102.213174299142
"ALL",1992-04-15,130,"Grassland",15.6394178084736,19.8703943483246,50.9528590571581,0.00680376500242096,96.2962993956597
"ALL",1992-04-15,180,"Flooded Vegetation",10.4205008497765,19.5531058060495,60.5773271508951,0.00273192056871333,233.533860953231
"ALL",1992-04-15,190,"Built areas",10.0283466189236,21.0741267722297,10.4662981442475,2.95674359647868e-06,19.3337805530155
"ALL",1992-04-15,200,"Bare areas",13.8346262044422,18.9774577617645,83.1005977807138,0.00847803258153396,134.442562593768
"ALL",1992-04-15,210,"Water bodies",8.21547984667078,20.18215196029,30.7506194588749,0,398.828031664309
"ALL",1992-05-15,10,"Crops rainfed",14.1408757882456,17.518412343634,15.1836057543885,1.8347767567404e-05,43.6546903276004
"ALL",1992-05-15,30,"Crop-tree mosaic",14.9326850208305,17.2787072061668,17.0731559888596,1.45678780892386e-05,36.5270001576979
"ALL",1992-05-15,60,"Woodland",14.0697592052063,17.3792917400063,15.0400149313533,3.99774479702375e-05,79.2018017008557
"ALL",1992-05-15,120,"Shrubland",14.3390073535666,17.5382909028404,17.4174482429817,2.64845488377243e-05,90.7398970893467
"ALL",1992-05-15,130,"Grassland",13.2974953524703,17.7020520325607,18.3138568871291,0,79.0303580873484
"ALL",1992-05-15,180,"Flooded Vegetation",14.4438018388093,17.5035982633892,17.6040800388747,8.66165777838776e-05,208.274902977441
"ALL",1992-05-15,190,"Built areas",14.4467075878288,18.0018960001741,14.3148551617871,0.000103907723766732,19.5913399720258
"ALL",1992-05-15,200,"Bare areas",14.6544629011998,17.3520700931549,21.42507567645,0,96.8842741511762
"ALL",1992-05-15,210,"Water bodies",12.2695786613527,17.5620710953422,15.1885555514246,0.000345838654774758,386.561778198118
"ALL",1992-06-15,10,"Crops rainfed",6.04266793627799,17.3447539292084,6.19287104495473,1.25184237944213e-05,43.0115225173522
"ALL",1992-06-15,30,"Crop-tree mosaic",6.71007636181955,17.3580768885949,6.76429922054186,9.93945835844026e-06,35.4544320444843
"ALL",1992-06-15,60,"Woodland",5.57285596612496,17.285457201377,5.77967265129293,2.72760505643176e-05,78.467808127783
"ALL",1992-06-15,120,"Shrubland",5.27935664010082,17.5120708177618,5.65583023890761,1.80700352310812e-05,89.4034663515259
"ALL",1992-06-15,130,"Grassland",5.62088275158291,17.8832171594851,5.75992174664411,0,77.3772340320205
"ALL",1992-06-15,180,"Flooded Vegetation",4.6873472747393,17.7881084241365,5.64311122750376,5.90972729700025e-05,206.864327825998
"ALL",1992-06-15,190,"Built areas",5.0122168567591,17.2954329381746,5.24500416495129,7.08947787161033e-05,19.149740654778
"ALL",1992-06-15,200,"Bare areas",5.68101298841839,17.8958119153976,5.94271033457971,0,94.7632543022434
"ALL",1992-06-15,210,"Water bodies",3.65535326624883,17.7563939301864,5.72364584070823,0.000235960850771532,385.035401033319
"ALL",1992-07-15,10,"Crops rainfed",1.76567266233136,15.2102591125814,1.79855523239681,8.85241563165246e-06,42.7095135582112
"ALL",1992-07-15,30,"Crop-tree mosaic",1.77682790880743,15.1090836563216,1.78312091235504,7.028697700874e-06,35.1569619495344
"ALL",1992-07-15,60,"Woodland",1.53806849939267,15.1093423848001,1.5910823171106,1.92882858377835e-05,78.1770255056547
"ALL",1992-07-15,120,"Shrubland",0.91977312039625,15.1565369699277,1.01105244852949,1.27782430896309e-05,89.0326220803808
"ALL",1992-07-15,130,"Grassland",0.854071302666804,15.4668626183254,0.845915843744189,0,77.1460051007679
"ALL",1992-07-15,180,"Flooded Vegetation",0.936692816911115,15.17547727886,1.25172326233113,4.17906943892426e-05,206.137525752971
"ALL",1992-07-15,190,"Built areas",1.28146906850388,15.4091076864174,1.38743391497982,5.01333121178287e-05,18.8562827017314
"ALL",1992-07-15,200,"Bare areas",0.74704770566072,15.2461191415787,0.742682411083706,0,94.5038078253468
"ALL",1992-07-15,210,"Water bodies",1.00835367972808,15.0667464214823,1.86108420695311,0.000166859946438208,383.511033317317
"ALL",1992-08-15,10,"Crops rainfed",1.24869260666323,18.564997175164,1.28090653357915,3.2359712322729e-06,42.6790016635321
"ALL",1992-08-15,30,"Crop-tree mosaic",1.37868212971037,18.6612213472443,1.39989907217991,2.56931717926186e-06,35.1455614496234
"ALL",1992-08-15,60,"Woodland",1.37714779387218,18.6522246618486,1.42623359577602,7.05076904294349e-06,78.1291630380791
"ALL",1992-08-15,120,"Shrubland",0.605898054571582,18.5657204285313,0.670258409884342,4.67104446487864e-06,88.960517618129
"ALL",1992-08-15,130,"Grassland",0.725473918492206,19.3794306842275,0.73216854651946,0,77.1445599907619
"ALL",1992-08-15,180,"Flooded Vegetation",0.601262757599766,18.810751262464,0.84657648847341,1.52764500049862e-05,205.885700715216
"ALL",1992-08-15,190,"Built areas",0.505600565868925,18.0779177524917,0.570257646230399,1.83260663012462e-05,18.7819390403195
"ALL",1992-08-15,200,"Bare areas",0.613145392087588,19.300285021464,0.614371865037988,0,94.5023456073056
"ALL",1992-08-15,210,"Water bodies",0.513491587416519,18.241381769595,1.15926491231004,6.09951011068653e-05,382.839342661526
"ALL",1992-09-15,10,"Crops rainfed",0.697979974107335,21.6520661998015,0.726478903026303,0,42.6548709360882
"ALL",1992-09-15,30,"Crop-tree mosaic",0.791742961414372,21.5551305789341,0.806173371874934,0,35.1361922149342
"ALL",1992-09-15,60,"Woodland",0.738858162019562,21.7681137572915,0.777962586991466,0,78.0909208654826
"ALL",1992-09-15,120,"Shrubland",0.399215889366632,21.5756144084088,0.453692536397701,0,88.9033241874128
"ALL",1992-09-15,130,"Grassland",0.431991187143121,22.1510857326091,0.438595669926543,0,77.1442001608621
"ALL",1992-09-15,180,"Flooded Vegetation",0.301345736769882,21.8696807058234,0.433957778215556,0,205.688426952613
"ALL",1992-09-15,190,"Built areas",0.295677366632345,21.2682484066254,0.359644161336015,0,18.7234053983662
"ALL",1992-09-15,200,"Bare areas",0.319673674627374,22.0142745176951,0.319665630382104,0,94.5022848546505
"ALL",1992-09-15,210,"Water bodies",0.306734540537288,21.6518108533776,0.702448721743009,0,382.301731498345
"ALL",1992-10-15,10,"Crops rainfed",10.7827310624785,25.2546271408754,9.56792378109138,3.6081814336148e-06,42.7234024480888
"ALL",1992-10-15,30,"Crop-tree mosaic",10.9821476441823,25.2736457370953,9.88584729224506,2.86484702052456e-06,35.2001094942106
"ALL",1992-10-15,60,"Woodland",10.8364363003454,25.3512721378221,9.10837442965673,7.86176765100155e-06,78.1565430720212
"ALL",1992-10-15,120,"Shrubland",13.0882822077894,24.791255842584,11.1634393218458,5.20832068767382e-06,89.0250203611157
"ALL",1992-10-15,130,"Grassland",15.4146490207508,25.4325692505963,13.3581925616686,0,77.3424097644896
"ALL",1992-10-15,180,"Flooded Vegetation",12.9350535302748,25.0266538921155,10.5463590890347,1.70335887815728e-05,205.791338732368
"ALL",1992-10-15,190,"Built areas",10.6363345544366,24.4017340784949,8.78563311704249,2.04339802282192e-05,18.7825459517476
"ALL",1992-10-15,200,"Bare areas",14.1679748785464,25.2787863413493,12.476009352909,0,94.656004347528
"ALL",1992-10-15,210,"Water bodies",12.8229209912878,24.6208499410878,8.96533867271896,6.80109233235263e-05,382.318144093389
"ALL",1992-11-15,10,"Crops rainfed",199.50265898273,23.0314875208401,135.897627717736,9.00003141777967,71.6011616427865
"ALL",1992-11-15,30,"Crop-tree mosaic",196.997751429468,22.6247749423585,140.297338608276,7.69533524060602,59.3416432131376
"ALL",1992-11-15,60,"Woodland",233.448999552,22.8752122116721,133.710456725113,5.7988451973435,129.77441927952
"ALL",1992-11-15,120,"Shrubland",178.412643964045,23.391711954123,131.506059500916,0.480067163750298,105.766036239256
"ALL",1992-11-15,130,"Grassland",232.893388639348,23.0397400712545,137.596377274598,1.40104303426088,104.680154909286
"ALL",1992-11-15,180,"Flooded Vegetation",222.355876894557,23.6385534186113,130.240333624993,0.561832141625584,225.151510715485
"ALL",1992-11-15,190,"Built areas",137.936977058335,23.8898142865109,120.483634443136,1.06210805665739e-05,25.7915551044815
"ALL",1992-11-15,200,"Bare areas",263.109259848989,23.1529154380162,133.17737849502,0,104.447153848906
"ALL",1992-11-15,210,"Water bodies",174.210120593552,24.1033958766772,130.370097267745,0.812236408036278,413.31954099821
"ALL",1992-12-16,10,"Crops rainfed",228.101471855096,21.494651838812,133.775855226756,63.404255583143,109.420415764345
"ALL",1992-12-16,30,"Crop-tree mosaic",209.997513310977,21.1370897770587,137.02609228575,44.9868609836364,94.1656153917642
"ALL",1992-12-16,60,"Woodland",241.221192958324,21.4471234610649,132.183616443783,55.2243295078509,195.510983851293
"ALL",1992-12-16,120,"Shrubland",181.017574434549,21.854028376395,131.728523216982,20.2358189640755,145.696060212954
"ALL",1992-12-16,130,"Grassland",169.624521604037,21.588427545328,135.468257523844,14.0231981502037,178.644716995374
"ALL",1992-12-16,180,"Flooded Vegetation",175.682622313922,22.0564779984323,132.861566133368,13.2090349143332,309.919529136859
"ALL",1992-12-16,190,"Built areas",217.951479500606,22.3095781331607,133.112880160473,61.0855636189258,49.6210321516712
"ALL",1992-12-16,200,"Bare areas",151.392515165389,21.6202991008759,133.426730873816,3.0792738551179,233.727456072966
"ALL",1992-12-16,210,"Water bodies",204.159462746263,22.4407257411791,132.926422984177,21.2082812810501,441.690196804378
"ALL",1993-01-16,10,"Crops rainfed",119.731172426456,22.6412929288982,144.828772658078,19.3164575216374,104.445355536576
"ALL",1993-01-16,30,"Crop-tree mosaic",135.773020115289,22.2559749914568,150.216856327906,23.4503246828458,96.1574787385236
"ALL",1993-01-16,60,"Woodland",124.192915309065,22.4945692960769,146.844148529613,31.2407519675637,197.775643574567
"ALL",1993-01-16,120,"Shrubland",112.060832757803,23.0333478317285,142.549220663586,4.00913884760947,143.022801221361
"ALL",1993-01-16,130,"Grassland",127.773204425657,22.8339503735568,151.013132177532,8.33747867810016,173.573926368083
"ALL",1993-01-16,180,"Flooded Vegetation",110.249105019504,23.1913600720857,142.835208124444,3.40751732202025,306.525088812176
"ALL",1993-01-16,190,"Built areas",92.2426691109867,23.6467405016376,124.267736184709,4.10022248815876,33.8139588082401
"ALL",1993-01-16,200,"Bare areas",119.088348936566,22.8770716190338,148.573113691964,0.18352054164946,222.413521443804
"ALL",1993-01-16,210,"Water bodies",112.269729462834,23.396202750828,138.759407052219,10.6522615203777,454.241261855416
"ALL",1993-02-15,10,"Crops rainfed",152.156727443825,22.5412698913071,120.331644314539,25.7291391188946,94.6814209289246
"ALL",1993-02-15,30,"Crop-tree mosaic",161.483821576554,22.2716884375608,124.788819289577,30.0961893560044,84.8769202339204
"ALL",1993-02-15,60,"Woodland",130.528595729558,22.3327647061056,122.771551348302,13.4683998933735,175.659629840064
"ALL",1993-02-15,120,"Shrubland",127.673902108327,22.8977006225053,116.964421980072,14.8852602296794,135.373554803289
